"","ex1_GFP_Rep2_Chip20","ex1_GFP_IFNB1_Rep1_Chip20","ex1_GFP_IFNB1_Rep2_Chip20","ex1_NS5_Rep1_Chip20","ex1_NS5_Rep2_Chip20","ex1_NS5_INFNB1_Rep1_Chip20","ex1_NS5_INFNB1_Rep2_Chip20","ex1_GFP_Rep1_Chip21","ex1_GFP_Rep2_Chip21","ex1_GFP_IFNB1_Rep1_Chip21","ex1_NS5_Rep1_Chip21","ex1_NS5_Rep2_Chip21","ex1_NS5_INFNB1_Rep1_Chip21","ex1_NS5_INFNB1_Rep2_Chip21"
"C16orf70",5.29805782052828,5.25287785145916,5.50065630367659,5.36625004241102,5.62917546419757,5.42730350169698,5.51505859877896,5.13264507458232,5.08579165462001,4.9798837143617,4.94994213227889,5.49902584585703,5.31245539230541,5.60542070965854
"C16orf72",5.09429545879454,4.88323127475833,4.77902705304705,4.74802424476733,4.84489994434724,5.15076968765897,4.82348165424607,4.83918879743957,4.60685975756256,5.10073452870208,4.92288766074575,4.60635879001759,4.89769651267378,4.18489014798883
"C16orf74",2.43051800981801,2.53133012882572,1.85093261974628,2.73455738279133,2.59644462770465,2.85848463477119,2.4281575812127,2.44925159062714,2.43051800981801,2.87742960172233,2.84056279508573,2.00543131472581,2.22232036252238,2.62626276419999
"C16orf80",5.86702533821818,5.52324616830851,5.52039805808473,5.31646017644879,5.66977297357193,5.44245203424387,5.13429296204615,5.33199189311567,5.31646017644879,5.6686584413176,5.45146000921503,5.30301613147425,5.27254232472385,4.89283908870629
"C16orf87",5.65743390966762,5.40533796503898,5.49354430365738,5.47316284219945,5.48728282175168,5.3491161825839,5.29821065421263,5.38194657803158,5.33214014189207,5.68175902537835,5.40938937237558,5.3574943549946,5.08244469739573,4.89283908870629
"C16orf88",5.26346945005555,4.95278980201812,5.2095107222272,5.31646017644879,5.26937141192675,5.28880908081715,5.21316095897605,5.03044925547263,5.92634659923113,5.27173843240778,5.5140518236092,5.62275907100012,5.38194657803158,5.49313857967189
"C17orf100",2.92726503134794,2.75481136530859,2.24077562273299,2.44013728380835,2.59644462770465,2.38743703308424,3.0761265371006,1.06198676412154,3.12218050392321,2.02466964832479,2.33520241372137,2.4281575812127,2.53831546185955,2.46656540221786
"C17orf103",1.83102099748651,1.93854707146243,2.29338272639112,2.13943869961447,2.12845177644973,1.96319326901834,1.88997180726516,1.81626511696717,1.65955230631794,2.24334380561464,1.52614471441113,0.836121996033484,1.69451969955565,1.50927010433163
"C17orf104",3.7905269797976,3.69746247369485,3.55418421157476,3.80749489725647,3.63582322013607,3.62957825926732,3.43646537237048,3.49840411559507,3.48822532603712,3.81194875646046,3.49052505997708,3.30222269947898,3.29686662224828,3.18423309385891
"C17orf49",5.3574943549946,5.4799629404472,5.39150695958793,5.70143681545343,5.76463440324316,5.44893197082774,5.60020558976912,5.38194657803158,5.3876950062523,5.18827501827398,5.40938937237558,5.58578311255687,5.56533266889137,5.54247923434535
"C17orf51",3.14021383421192,3.18699442281623,3.43816253145224,3.37450406490658,3.11795556297801,3.62957825926732,3.12358965559277,3.11643902925518,2.89320598858578,3.23005835582837,2.78727290898421,2.86018632819639,2.44228617394249,3.23140012872438
"C17orf53",2.90815309989472,2.72904626800673,2.50910823639202,2.57981094057605,2.59644462770465,2.98031227141202,2.58185509874811,2.59644462770465,2.33277264909417,2.75308049004115,3.0682811010415,2.12274276169619,3.29686662224828,2.54968815563112
"C17orf58",4.22459188977373,4.00270823809699,4.3012831499126,4.19952780089347,4.30069800224443,4.20216949576403,4.1207774557932,4.49076890328813,4.35276371113317,4.17084769393394,4.135513142178,4.77410154854652,4.50516384421133,4.227664937721
"C17orf59",3.41353323621482,3.67835190951977,2.88763650202346,2.99718298191272,3.11795556297801,3.05309903111125,3.0761265371006,3.05749223877909,3.36062062994094,3.3707885869099,2.95697793686719,3.43589548777942,2.62626276419999,3.23140012872438
"C17orf61",5.25134959609347,5.15887836996521,5.36962074260971,5.38307150935199,5.42156140030249,4.93579771260223,5.63764674113303,5.75522267765297,5.62147358303857,5.16223249667525,5.5225009245678,5.75624368940835,5.46611203826571,5.76598691487724
"C17orf62",4.64672751181455,5.0220676590801,4.9431951891435,4.60581666079433,4.73397456339204,4.4231243037233,4.70298602301736,5.20218172968551,4.99630491987729,5.49248328853056,4.80320625570628,4.68636138933804,4.80738754074304,4.92464631414463
"C17orf67",2.33277264909417,2.20701880878389,2.10733084074487,2.50705711513058,2.24578341462006,2.65785513196433,2.71773179493553,2.59644462770465,2.72904626800673,2.69140271069553,2.90815309989472,2.4281575812127,2.22232036252238,2.54968815563112
"C17orf70",3.50324421333332,3.62021284847573,3.417148994166,3.71701735578549,3.53972352774958,3.42967958435781,3.79188009218852,3.76752480830088,3.05309903111125,3.63257302188151,3.63472790971325,3.55621058789535,3.11643902925518,3.08759925715348
"C17orf75",2.40415276812539,3.18699442281623,3.61780799168006,3.81360279399821,3.44776353583937,3.5214716864657,4.06910130747847,3.73042553558613,3.86592672095655,3.91929749626818,4.37405212777847,3.70328107496756,3.92344553036678,4.09457108024026
"C17orf76.AS1",2.09198697220608,2.59243855712463,1.80232639314518,1.50927010433163,1.92308382971201,1.12052380182476,1.79045683256912,1.67871977406521,2.23284029788937,1.52204340083387,2.01866796606191,2.8004456756416,1.69451969955565,1.88997180726516
"C17orf79",6.47952202973314,6.3930196833905,6.26722064043665,6.40835679750367,6.41301038082498,6.26972994533332,6.50849845421695,6.47511333132125,6.50849845421695,6.5459525753904,6.42473838084764,6.25029409460864,6.2439010390173,6.0731208777851
"C17orf80",4.63814673016198,4.2451232670934,4.21065678633394,3.89867605561997,4.00270823809699,4.05927061990775,4.34149801435106,4.60929679828734,3.9152259694218,4.50125451023732,4.41173476590082,3.70328107496756,4.2451232670934,3.65423632784508
"C17orf85",6.7285859250633,6.56923456633122,6.6465364776975,6.67919608825931,6.69212775919309,6.71310086364693,6.57319977073638,6.65146984140077,6.55819833435216,6.65674685865777,6.48922164196189,6.75547979406443,6.5957190248343,6.69299099039137
"C17orf89",5.58604153873746,5.82967741564287,5.57534576636295,5.77468194153319,6.18188994239429,6.01111983191809,6.12102829528904,5.96709108907302,6.44513337761116,5.75522267765297,5.77264774723869,6.20627598887683,5.93192394282302,6.18805895390809
"C17orf96",3.03528722692277,3.25494139116937,3.3707885869099,2.89838628133006,2.96273239590074,2.74802367260305,3.12358965559277,3.58330659606434,3.58985298239364,3.67530013553449,3.27536307257635,3.05157593621306,2.99640449359992,2.46656540221786
"C17orf97",3.27536307257635,3.69746247369485,3.50324421333332,3.54773987794542,3.31328494197597,2.98031227141202,3.3707885869099,3.44944429285337,3.30637472178497,3.3707885869099,2.84056279508573,2.99217149587631,3.67129408087836,3.23140012872438
"C18orf21",5.24430288379821,5.45214598572316,4.92873260671083,5.55096605274695,5.2384571403213,5.55504605527616,5.35660666354905,5.00140534704941,4.8191548028665,4.60741742247133,5.12517748380989,5.22810797132754,4.80738754074304,5.3592874059644
"C18orf25",2.56723831325246,2.32764488532012,2.86018632819639,2.33277264909417,2.24578341462006,2.45150653645848,2.91718201733988,2.53133012882572,2.33277264909417,1.91676259376337,2.4281575812127,2.8004456756416,2.44228617394249,2.99143355187721
"C18orf32",3.48943853672873,3.46627336471696,3.34808622115168,4.00270823809699,4.11343798999859,4.02711578252602,3.82660004482491,3.44944429285337,3.99461859240264,3.32524603391061,3.77323382197082,3.55621058789535,3.82027572156302,3.82660004482491
"C18orf54",1.83102099748651,1.07004099588848,1.24535872255899,1.65955230631794,1.24535872255899,1.96319326901834,1.39030456407497,1.24535872255899,1.06198676412154,1.06198676412154,1.80232639314518,1.48572380980574,2.22232036252238,0.817783834962221
"C18orf56",2.09198697220608,2.08907703244697,1.91676259376337,1.95541610312759,2.44925159062714,1.79536210808092,2.22232036252238,1.95211567578746,1.97647928582625,2.34761530057623,1.91986192554427,2.23284029788937,2.70847966557045,2.30588370369673
"C18orf8",4.32478872677148,4.69374584881757,4.23665207927852,4.0698470357199,3.74602247730826,4.09161017525726,3.82660004482491,4.41401671107913,4.35276371113317,4.43493707817691,4.08341801470503,3.52512611261012,3.95722902038373,3.76752480830088
"C19orf10",5.56806417236166,5.84823597005055,5.61835621315507,5.59782244572008,5.91611245284581,5.64937620918841,5.95939081074402,5.80928414406509,5.60666746278043,5.72853044801894,5.93114232391782,5.73726965953496,5.71349796289561,5.70349811179082
"C19orf12",2.09198697220608,2.6495603869701,2.65156805156272,2.11039201543523,2.63502875119914,2.59439474652839,2.7774219536434,2.15869593981069,2.43051800981801,2.61136237272981,2.4281575812127,2.72683499656506,1.85093261974628,2.8178455889955
"C19orf21",6.21623812768149,6.59503774429602,6.45973876735532,6.3661945361953,6.23126440506971,6.09465875113982,6.48826267563398,6.57176808534939,6.63667099057309,6.64036309430231,6.7924799077936,6.42219964676952,6.71592744031632,6.42146385908986
"C19orf24",4.89834031402597,4.82760753334104,5.03623045634164,5.22712602196897,5.21908387198114,5.00996445312991,5.10551341598876,5.22827500333939,4.8191548028665,4.80363745299883,5.03308715955804,5.56449190839496,4.94786510786064,5.38075764847855
"C19orf25",3.10897101603716,3.02033359917188,3.01032801064261,3.3443270920756,3.69746247369485,2.99640449359992,3.50204710983381,3.11643902925518,3.12218050392321,3.32524603391061,3.44545715042329,3.19989709776979,3.23270714802905,3.31390263635466
"C19orf26",1.79536210808092,1.07004099588848,1.67122042314245,1.32414693268484,1.67497970099358,1.32414693268484,1.07282447666234,1.24535872255899,1.65955230631794,1.91676259376337,1.03682858621244,1.3026446713492,1.69451969955565,0.541709419023894
"C19orf33",6.2990976278472,6.13447327576637,6.36670662868395,6.29874342690796,6.37762636074185,6.22413475550655,6.40354467473227,6.74730941923741,7.06505883875523,6.70580769795456,6.70962039369362,6.65320224807205,6.66882765014884,6.44066752556451
"C19orf40",3.77698542278914,3.84972982163548,3.64309311505882,3.46682919718633,3.48822532603712,3.48822532603712,3.64572980463077,3.26344893703686,3.63582322013607,3.50324421333332,3.86509173736111,3.5948646354961,3.89281156600427,3.58532469362178
"C19orf43",6.98145102493448,7.0635176909322,7.14295293678903,7.22087795535054,7.22716477947927,7.2656263463085,7.17985128022903,7.15516386486625,7.13805007907309,7.15674964650847,7.39572340386037,7.46593566374959,7.02247147011136,7.32612360091521
"C19orf44",2.02466964832479,1.98836568446459,2.50910823639202,2.11039201543523,2.24578341462006,1.96319326901834,2.4281575812127,1.81626511696717,1.81626511696717,2.02466964832479,2.12845177644973,2.58639954154487,1.69451969955565,1.6515546698727
"C19orf53",5.9884768088967,5.98709569136729,5.79862940351915,6.3331185591268,6.26179681381159,6.37582563894903,6.24587998361698,6.29955919619896,6.3768337137225,6.31365078674478,6.47361797689406,6.52803177461957,6.12714055985638,6.35053005654115
"C19orf54",4.43493707817691,4.57119711748618,4.53427107761274,3.94942075595614,4.16361834758758,4.04273670293981,4.21065678633394,4.68194187780586,4.2028472903669,5.34029746778923,4.62984194977383,4.32765542174746,4.06654398129446,4.09457108024026
"C19orf55",4.03581749865114,3.57426558194065,3.6920513083197,3.81360279399821,3.9111896102038,3.88331051175164,3.88331051175164,4.06734674483581,4.37861512016937,4.03386781028478,3.22425583377176,4.48381839343414,4.03581749865114,4.30039153958895
"C19orf6",6.0609576757628,6.18240334546187,6.07680101102279,6.08698293608456,6.07339374750479,5.94250449090265,6.12832566987971,6.04583394013142,6.26179681381159,6.05281365330427,5.76252835665856,5.98964039311238,6.23134185664489,6.33122814721129
"C19orf60",3.87310968410325,3.93634689122716,3.89441479253697,3.89867605561997,4.14612461054724,3.82660004482491,3.84536286325589,3.97918083778347,4.14398402100458,3.91929749626818,3.73728051580246,4.0403560756225,3.77804762640985,4.41173476590082
"C19orf66",6.45059618291366,6.59016925559619,6.61066362957741,6.33662645750098,6.40849350019166,6.12210994688536,6.40354467473227,6.70950654979353,6.55819833435216,6.76915274381283,6.08354196333019,6.31845236831002,6.25831392561643,6.26948406603309
"C19orf70",1.45633407973582,1.98836568446459,1.91676259376337,2.24077562273299,2.12845177644973,2.31943816545527,2.62420937755817,2.66801294551669,2.63502875119914,2.61136237272981,2.50261016186394,2.12274276169619,2.22232036252238,2.21468121212743
"C19orf73",2.53831546185955,2.15869593981069,2.29338272639112,1.82721276950842,2.12845177644973,2.07296126146704,1.20646731090508,1.41571202680313,2.33277264909417,1.91676259376337,2.12845177644973,1.08601957010517,1.85093261974628,1.02529779592448
"C1D",5.17157812139251,5.09385514727449,4.82575899372454,5.51980030298518,5.48146772491086,5.28473310769804,5.11903021112808,4.85313276316583,5.15521375751927,4.48202998625041,5.13738545119847,5.13721720273178,5.18630622737147,4.96616702059315
"C1GALT1",6.8322494329104,6.76661343539548,6.94349942846402,7.09703917037488,6.64271321327935,6.70814871920572,6.5961956996125,6.61462725280042,6.36670662868395,6.70580769795456,6.56186129472326,6.91610946639055,6.63715194804935,6.52561136098464
"C1GALT1C1",5.5107022028349,5.56088183819696,5.47527461894424,5.53627751113601,5.42645386510553,5.6471798845296,5.65647005003278,5.31646017644879,5.30095872072585,5.17691178799535,5.17691178799535,5.75624368940835,5.53546641050929,5.70349811179082
"C1orf106",5.54337806025154,5.77033404622945,6.20210277333856,5.74311533167016,5.88814503757101,5.67261032483174,5.89652816583367,6.15480652821119,6.02270899054937,6.28944725649469,5.93114232391782,5.96305083913604,5.87428404186489,5.70349811179082
"C1orf109",5.44922441880155,5.47419937311381,5.43878990273208,5.34635153140267,5.30301613147425,5.08263317510959,5.30476209008109,5.52695277663315,5.28567646587583,5.4799629404472,5.2109897937595,5.31485175018359,5.40593514707789,5.22761699664825
"C1orf112",4.26781026459669,3.98283044739851,4.16294600859185,4.1067992194955,3.82867811178098,4.21287131992415,4.1207774557932,4.03581749865114,3.82027572156302,3.46404671691369,4.64723113987457,4.01080716712287,4.06654398129446,3.97918083778347
"C1orf115",2.69140271069553,2.4281575812127,2.83279027503619,2.50705711513058,2.30588370369673,2.38743703308424,2.62420937755817,3.16867717149946,2.11311669634734,2.94061357208154,2.84056279508573,2.33277264909417,2.44228617394249,2.39378953557186
"C1orf116",4.50125451023732,4.83747872253424,4.70298602301736,4.37405212777847,4.48038533741134,4.31733536154778,4.43776507324707,4.7552639390541,4.50179447803795,4.85585670683655,4.83542838255143,4.15267686968604,4.43209290509432,4.53802479879157
"C1orf122",4.14612461054724,4.2776333248178,4.12450088163905,4.04106072682855,4.56512394570088,4.12214460202089,4.50125451023732,4.51787702821187,4.65235746022989,4.50125451023732,4.55058797661446,4.72241839192684,4.30039153958895,4.53802479879157
"C1orf123",5.19103231470169,5.12768384608286,4.96243562517118,5.13264507458232,5.33023420069019,5.44245203424387,5.07528137790285,5.20218172968551,5.10464218171615,4.94707220967853,5.48278244331417,5.57510278729428,5.08244469739573,5.3078142789856
"C1orf131",4.78079849513774,4.57119711748618,4.90681212265916,5.42917390351258,4.96264500476377,4.99555495567302,4.82348165424607,4.56565270713926,4.72266566881082,5.03603385924484,5.15042941492919,5.46433040994477,4.89769651267378,4.67050502596724
"C1orf159",3.10897101603716,2.99640449359992,2.80324896449295,3.67431911665032,3.55418421157476,3.60374157738975,3.5948646354961,3.31390263635466,3.36062062994094,3.32524603391061,3.17684430907649,3.5948646354961,3.35197581813795,3.43703525696155
"C1orf174",4.72241839192684,4.76214303051773,4.58605330903559,4.7915852443111,4.93913993591027,4.91425393447483,4.41734954936171,4.7552639390541,4.50179447803795,4.00270823809699,4.55058797661446,4.70462019262008,4.59026023197646,4.41173476590082
"C1orf198",4.8094735749841,4.9114522879263,4.87223599940397,5.13648638861252,5.01754466913437,5.12695967429904,5.12662064695045,4.58780915736671,5.05135474093464,4.5490536153494,4.45362320897196,4.91255357666254,5.15416538462533,4.80010043545847
"C1orf21",2.22232036252238,2.23811668887148,2.41113297489844,2.57981094057605,1.81626511696717,2.11311669634734,2.46200600335277,1.55394984754265,2.23284029788937,2.44013728380835,2.50261016186394,1.79536210808092,2.53831546185955,2.21468121212743
"C1orf226",1.83102099748651,2.20701880878389,1.35057105303023,1.82721276950842,2.18191295383692,1.96319326901834,1.95541610312759,2.15869593981069,1.65955230631794,1.52204340083387,1.67122042314245,2.50705711513058,2.22232036252238,2.10733084074487
"C1orf233",0.776888238513911,1.93854707146243,1.35057105303023,1.41571202680313,1.35057105303023,1.65955230631794,1.55394984754265,1.55394984754265,1.48572380980574,0.541709419023894,1.91986192554427,1.48572380980574,1.1779162913328,1.6515546698727
"C1orf27",3.48943853672873,3.33488949352221,3.64309311505882,3.54773987794542,3.67720891343941,3.39158062047923,3.48822532603712,2.94061357208154,3.12218050392321,3.42053002964053,3.31526219133452,3.38731097787481,3.29686662224828,3.69377815441954
"C1orf35",4.02711578252602,3.73728051580246,4.00198163026996,3.71701735578549,3.9111896102038,4.06734674483581,4.11413636625585,3.8872430235841,4.26851642273746,4.26568401338473,4.03502276615166,3.63059237888979,3.82027572156302,4.09457108024026
"C1orf43",7.07598275900534,7.0249675176214,7.13325598787435,6.80572432146099,6.9029808828094,6.87623633500507,6.8030354184237,7.08673668631472,7.33285905136164,7.2328452833095,7.12131260267489,7.16104551420231,7.03292593864497,7.026891266225
"C1orf50",4.54633939001631,4.55606205864175,4.65124705179362,4.46014479854911,4.25497370527139,4.22324193160474,4.43209290509432,4.17400733683725,4.40933438136089,4.58780915736671,4.135513142178,4.68636138933804,4.54712576369897,4.16223925188065
"C1orf51",3.21639958908658,2.79684881896983,2.88763650202346,2.40415276812539,2.42365057815587,2.23811668887148,2.46200600335277,3.05749223877909,3.18423309385891,3.05749223877909,2.33520241372137,2.12274276169619,2.62626276419999,2.10733084074487
"C1orf52",5.41592434300534,5.12768384608286,5.52464565115237,5.0482370360393,4.91651085637593,4.7298547752292,4.81324320495244,5.39431446250526,5.15521375751927,5.24200268189205,5.15042941492919,4.92873260671083,4.7298547752292,4.45136702801358
"C1orf53",4.09836767130704,4.21287131992415,4.25703706583853,4.99535032774167,4.62984194977383,4.20216949576403,4.58708088046724,4.51787702821187,4.86929898847098,4.29564616948881,3.92221505793265,4.881138361512,4.06654398129446,4.27731802512109
"C1orf56",3.69945505967621,3.92104243315264,3.86226320510036,4.26568401338473,4.08945431835957,4.28583589256013,4.21065678633394,3.62502613830208,3.82027572156302,3.67530013553449,3.89441479253697,3.77323382197082,4.00116531289233,4.18489014798883
"C1orf63",4.78079849513774,4.78635465861243,4.52043047813133,4.54685726694297,4.50152449413764,4.17366832822867,4.20216949576403,4.83918879743957,4.62957725108433,4.62743983553542,4.39047904143389,3.85260936552443,4.37469470697401,4.13862649220661
"C1orf74",2.16613737613163,2.28118138040641,1.51811600322338,1.65955230631794,1.67497970099358,1.51147425272751,1.69451969955565,1.67871977406521,1.97647928582625,2.1365598154784,2.12845177644973,0.836121996033484,2.53831546185955,2.21468121212743
"C1orf85",4.71724244260505,4.95278980201812,4.96677033511761,4.67912104348414,4.92631627434565,4.78702182202997,4.99593985169721,4.86829059744982,4.62957725108433,4.84025643975571,4.80320625570628,4.75504714844792,4.78772721483895,4.99535032774167
"C1orf98",1.66720483809559,1.98836568446459,2.33277264909417,1.08601957010517,1.97647928582625,1.32414693268484,1.55394984754265,2.15869593981069,1.81626511696717,1.52204340083387,2.23811668887148,1.6515546698727,1.99461740626531,2.21468121212743
"C1QBP",9.85056859364074,9.80232638318549,9.82015109740501,9.94134541316493,9.98866539494588,10.0839242223759,10.1703162434784,9.65976274908831,9.86934371392861,9.54939771428901,9.76416495826438,9.88865206207196,9.81659974790835,10.0466104619455
"C1QL1",3.42738170267912,4.09380341239447,3.78196846341867,3.44428918255302,3.71701735578549,3.63880518530739,3.92424980539398,3.41076721670938,3.95352672782241,4.08429174719724,3.73728051580246,4.0403560756225,3.67129408087836,4.03502276615166
"C1QTNF1",4.46072205509382,4.62119836002083,4.21065678633394,4.26568401338473,4.78389181269337,4.48202998625041,4.41734954936171,4.7412165031315,4.50179447803795,4.2189437932753,4.30253729135341,3.98445731227863,5.03098765185415,5.52385367587959
"C1QTNF6",3.16425125972936,3.52512611261012,3.30637472178497,3.64115064389112,3.85791066382923,3.69077042159007,3.91684989688597,3.69651321402975,3.53861658668814,3.27536307257635,3.44545715042329,3.74048897835423,3.58646142967199,4.06508733746607
"C1R",6.49297015116813,7.35778813999264,7.15992424303004,6.94976979587005,6.8733835368792,6.93260044813944,7.12071693396499,6.80467579095668,6.93760161154906,7.36385075186189,7.04660062039456,6.99102915045694,7.06453876269531,7.10990357211786
"C1RL",3.67431911665032,4.23601309256268,4.14000267484127,4.29691656789024,4.27579980925912,4.48834106723927,4.2975519445212,4.32539266536361,4.17400733683725,4.32143099475026,4.35306010014194,4.30161353957171,4.34771026197063,4.55944846206182
"C1RL.AS1",1.66720483809559,1.42462202314029,1.74721195840159,2.35764490535285,1.61021599992374,1.83953281929405,1.39030456407497,1.41571202680313,1.06198676412154,1.06198676412154,1.2307133278848,1.48572380980574,1.1779162913328,2.30588370369673
"C1S",6.62038129825783,6.98720789732115,7.09748844802106,6.83411990470432,6.58997860681382,6.95425211290379,6.82587074677039,6.89117243982042,6.683967052694,7.34977607591249,7.09327905831131,7.082323620657,7.36637399656981,7.21978914914305
"C2",0.690465562307591,2.08907703244697,1.43482640844742,1.69451969955565,1.1779162913328,2.15580281762672,2.01267998277632,1.55394984754265,2.11311669634734,2.1365598154784,1.80232639314518,1.79536210808092,2.33520241372137,2.30588370369673
"C20orf111",6.71691783914647,6.58815407746107,6.68902840535751,6.47326825044863,6.5879580047256,6.50408584522201,6.61014930945137,6.63986444088961,6.46262797231727,6.62829539845121,6.74582941756082,6.1202892833608,6.92824996052509,5.89256392637827
"C20orf112",3.64309311505882,3.84972982163548,3.81098255273397,4.05892102633355,4.16361834758758,4.09161017525726,4.1207774557932,4.34799749226551,3.73728051580246,4.19422115214496,3.70328107496756,4.52485635886078,4.21224987642892,4.00270823809699
"C20orf194",3.35824690807723,3.70968792367441,3.31920337539207,3.46682919718633,3.37337641551004,3.41353323621482,3.35824690807723,3.49840411559507,3.36062062994094,3.32524603391061,3.12218050392321,2.8004456756416,3.23270714802905,3.23140012872438
"C20orf196",2.99953782079942,2.46200600335277,3.01032801064261,2.94699605687109,3.04678221206212,3.02033359917188,2.7774219536434,2.53133012882572,2.8178455889955,2.1365598154784,2.78727290898421,3.15445983172276,2.62626276419999,3.23140012872438
"C20orf24",1.83102099748651,1.25993359788517,2.10733084074487,1.95541610312759,2.22232036252238,1.89332244087253,1.82340454153032,1.24535872255899,1.48572380980574,2.34761530057623,2.01866796606191,2.12274276169619,1.85093261974628,1.88997180726516
"C20orf72",5.31229391697818,5.4799629404472,5.7524000411388,5.85238117043215,5.50716269856687,5.86549454528865,5.77128841199415,5.74518259769275,5.28567646587583,5.70280119791388,5.87673300398439,5.74593169302575,5.70222113316327,5.79520707463654
"C20orf94",5.57727087036495,5.43362605312182,5.27060006328805,5.49550871197226,5.43878990273208,5.6836096817079,5.29821065421263,5.00140534704941,5.37439779721075,5.11364679182244,5.17691178799535,5.33450151717505,5.13789786881983,5.47258270596784
"C20orf96",3.73042553558613,3.8923858944934,4.03581749865114,3.89867605561997,3.44776353583937,3.63880518530739,3.89441479253697,3.21639958908658,3.95352672782241,4.03386781028478,3.73728051580246,3.48691435844045,4.40818075567837,3.39617127127172
"C21orf119",1.45633407973582,1.77811779261097,2.01267998277632,1.32414693268484,1.35057105303023,2.00905564875107,1.79045683256912,1.55394984754265,1.48572380980574,1.66720483809559,2.23811668887148,1.08601957010517,2.33520241372137,1.9994000553862
"C21orf33",3.59949914577037,3.74602247730826,3.94145333487598,3.74894296823626,3.96624411007732,3.82660004482491,4.15267686968604,3.76752480830088,3.36062062994094,3.59091128211558,3.97918083778347,4.37375958520254,3.58646142967199,4.27731802512109
"C21orf58",1.39030456407497,1.88208907258369,1.61021599992374,2.06067543924229,2.12845177644973,1.32414693268484,1.55394984754265,1.55394984754265,2.11311669634734,1.39624435114433,2.01866796606191,2.33277264909417,1.52614471441113,1.02529779592448
"C21orf59",4.96860077989074,4.96880919157854,5.01790391840297,5.34635153140267,5.40777981662448,5.46337814059063,5.58496208454302,5.22827500333939,4.92023232927193,5.14196670840229,5.42360696337383,5.67918354387048,5.0484187452908,4.99535032774167
"C21orf7",1.88997180726516,1.35057105303023,1.91676259376337,1.08601957010517,1.61021599992374,1.58841117551664,0.830153215896245,1.81626511696717,1.26468313996329,1.06198676412154,2.01866796606191,1.08601957010517,1.69451969955565,1.35508288612437
"C21orf91",4.84467503818807,4.69374584881757,4.7298547752292,4.80098554932055,4.88819926680517,4.86869320327702,4.43776507324707,4.41401671107913,4.30008507693346,4.57005349545404,4.43493707817691,4.56458900834983,4.70710506707611,4.59755818289765
"C22orf13",4.93439159941623,4.96402805860615,4.69455403494977,4.52813978574929,4.57145475842417,4.75234577024699,4.85493581462532,5.15887836996521,4.74802424476733,4.52457840726672,4.84765682869607,4.52485635886078,4.50516384421133,5.21182224199332
"C22orf28",6.92750699899461,6.8037882706784,6.77582183230518,6.98559490383266,6.75296422687131,7.04660062039456,7.04240048893641,6.75770548393542,6.61639837669983,7.01952130397481,6.93524365246351,6.48622960203026,7.07351948048541,6.99300254596923
"C22orf29",2.30350836595456,2.23811668887148,1.61021599992374,1.9994000553862,2.12845177644973,1.65955230631794,2.4281575812127,1.81626511696717,1.81626511696717,2.1365598154784,1.39030456407497,2.33277264909417,1.99461740626531,1.9994000553862
"C22orf32",5.9941024213816,5.95023499425215,5.51123913892271,5.98906314808672,5.68872581504757,5.97752184377168,5.94552083068741,5.63344158565141,5.93365461922211,5.55175995086909,5.87673300398439,5.93522385730112,5.65780304842417,5.62563329947252
"C22orf46",1.94186219169582,0.830153215896245,1.43482640844742,1.58841117551664,1.67497970099358,2.15580281762672,1.95541610312759,2.15869593981069,1.81626511696717,1.24019252998779,1.2307133278848,1.3026446713492,1.85093261974628,1.6515546698727
"C2CD2",3.46976781913897,3.67835190951977,3.67530013553449,3.4994409933216,3.62957825926732,3.81098255273397,3.45218633605478,2.94061357208154,3.12218050392321,2.94061357208154,3.73728051580246,3.43589548777942,3.53972352774958,3.69377815441954
"C2CD2L",1.66720483809559,1.35057105303023,1.12052380182476,1.65955230631794,2.02466964832479,0.804487603138962,1.20646731090508,2.15869593981069,1.81626511696717,1.66720483809559,1.52614471441113,1.08601957010517,2.22232036252238,1.35508288612437
"C2CD3",5.5107022028349,5.53179184466388,5.56914680783667,5.46337814059063,5.24103663881445,5.17691178799535,5.12662064695045,5.3694628061928,5.45146000921503,5.25727372038182,5.10922484916312,5.5534568789682,5.39314947557702,5.43024590513229
"C2orf18",6.03787925569331,5.85127697544019,5.63891556876031,5.80687642504636,5.94143945814741,5.76497611325905,6.09667072577331,6.33830561831956,6.27114337658122,6.47589520145246,5.73355567123518,6.19454097891614,6.10149898153945,6.2263223776204
"C2orf29",4.96860077989074,5.23973338648101,5.41592434300534,5.18827501827398,5.06937819335521,5.10073452870208,5.11903021112808,5.21421642280654,5.41207786615047,5.35200381510247,5.20034315411793,5.18898139722585,5.10849517193089,5.02225473930183
"C2orf42",3.14021383421192,3.06233168682684,3.125284675277,2.84547073841502,2.72904626800673,3.0761265371006,2.85687336096569,3.69651321402975,2.33277264909417,3.05749223877909,2.95697793686719,2.99217149587631,2.53831546185955,2.54968815563112
"C2orf43",5.3694628061928,5.29836348789698,5.31030502165915,5.43850403980053,5.30301613147425,5.43863985110481,5.36840670170254,5.22827500333939,5.31646017644879,5.18827501827398,5.15042941492919,5.17879395366346,5.32797619566014,5.25168689759796
"C2orf44",4.36225838187021,4.20216949576403,4.18568888290834,4.49958811716104,4.15267686968604,4.14398402100458,4.09836767130704,3.76752480830088,4.03048077771726,3.91929749626818,4.00426177743749,3.88681447213546,3.82027572156302,4.36990766162347
